filename_nor,model_type,num_params,chans,groups,scale,rrmse_nor,rmse_nor,corr_nor,sdr_nor,filename_gen,rrmse_gen,rmse_gen,corr_gen,sdr_gen
final_3conv_ch8_grp1_scale4_mse_only_conv3SingleHeadNet_denoise_epochs_50_metrics_2041_params.txt,3conv,2041,8,1,4,0.452153683,0.251761377,0.892383337,6.89427948,best_conv3SingleHeadNet_final_3conv_ch8_grp1_scale4_mse_only_denoise_epoch_50_weights_2041_params_gen_metrics.txt,0.715207934,0.715207875,0.704767704,2.911354065
final_3conv_ch8_grp2_scale1_mse_only_conv3SingleHeadNet_denoise_epochs_50_metrics_1329_params.txt,3conv,1329,8,2,1,0.4492172,0.250126332,0.89377284,6.950872421,best_conv3SingleHeadNet_final_3conv_ch8_grp2_scale1_mse_only_denoise_epoch_50_weights_1329_params_gen_metrics.txt,0.718045712,0.718045652,0.701028228,2.876958609
final_3conv_ch8_grp2_scale2_mse_only_conv3SingleHeadNet_denoise_epochs_50_metrics_1417_params.txt,3conv,1417,8,2,2,0.450380057,0.250773817,0.892876148,6.928417683,best_conv3SingleHeadNet_final_3conv_ch8_grp2_scale2_mse_only_denoise_epoch_50_weights_1417_params_gen_metrics.txt,0.718441069,0.71844101,0.699452937,2.872177362
final_3conv_ch8_grp2_scale4_mse_only_conv3SingleHeadNet_denoise_epochs_50_metrics_1593_params.txt,3conv,1593,8,2,4,0.446718395,0.248734981,0.895319045,6.999323845,best_conv3SingleHeadNet_final_3conv_ch8_grp2_scale4_mse_only_denoise_epoch_50_weights_1593_params_gen_metrics.txt,0.723424554,0.723424494,0.695309579,2.81213522
final_3conv_ch8_grp4_scale1_mse_only_conv3SingleHeadNet_denoise_epochs_50_metrics_881_params.txt,3conv,881,8,4,1,0.451984257,0.251667053,0.892257273,6.897533417,best_conv3SingleHeadNet_final_3conv_ch8_grp4_scale1_mse_only_denoise_epoch_50_weights_881_params_gen_metrics.txt,0.715291023,0.715290964,0.703125954,2.910345554
final_3conv_ch8_grp4_scale2_mse_only_conv3SingleHeadNet_denoise_epochs_50_metrics_969_params.txt,3conv,969,8,4,2,0.447803646,0.249339268,0.89440912,6.978247166,best_conv3SingleHeadNet_final_3conv_ch8_grp4_scale2_mse_only_denoise_epoch_50_weights_969_params_gen_metrics.txt,0.714166999,0.714166939,0.703049421,2.924005508
final_3conv_ch8_grp4_scale4_mse_only_conv3SingleHeadNet_denoise_epochs_50_metrics_1145_params.txt,3conv,1145,8,4,4,0.447440982,0.249137327,0.89433974,6.985285282,best_conv3SingleHeadNet_final_3conv_ch8_grp4_scale4_mse_only_denoise_epoch_50_weights_1145_params_gen_metrics.txt,0.715354919,0.71535486,0.703754485,2.909569263
final_3conv_ch8_grp8_scale1_mse_only_conv3SingleHeadNet_denoise_epochs_50_metrics_657_params.txt,3conv,657,8,8,1,0.453346729,0.252425671,0.891650379,6.87139082,best_conv3SingleHeadNet_final_3conv_ch8_grp8_scale1_mse_only_denoise_epoch_50_weights_657_params_gen_metrics.txt,0.718326986,0.718326926,0.701137304,2.873556614
final_3conv_ch8_grp8_scale2_mse_only_conv3SingleHeadNet_denoise_epochs_50_metrics_745_params.txt,3conv,745,8,8,2,0.45475775,0.253211349,0.89100796,6.844397068,best_conv3SingleHeadNet_final_3conv_ch8_grp8_scale2_mse_only_denoise_epoch_50_weights_745_params_gen_metrics.txt,0.719883978,0.719883919,0.699136078,2.854750395
final_3conv_ch8_grp8_scale4_mse_only_conv3SingleHeadNet_denoise_epochs_50_metrics_921_params.txt,3conv,921,8,8,4,0.450318873,0.250739753,0.893366396,6.929597378,best_conv3SingleHeadNet_final_3conv_ch8_grp8_scale4_mse_only_denoise_epoch_50_weights_921_params_gen_metrics.txt,0.719255328,0.719255269,0.697928667,2.862338781
final_4conv_ch1_grp1_scale1_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_51_params.txt,4conv,51,1,1,1,0.55010891,0.306303322,0.838694036,5.191027641,best_conv4SingleHeadNet_final_4conv_ch1_grp1_scale1_mse_only_denoise_epoch_50_weights_51_params_gen_metrics.txt,0.752492428,0.752492368,0.672440052,2.469958305
final_4conv_ch1_grp1_scale2_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_55_params.txt,4conv,55,1,1,2,0.542622685,0.302134961,0.840778291,5.310041904,best_conv4SingleHeadNet_final_4conv_ch1_grp1_scale2_mse_only_denoise_epoch_50_weights_55_params_gen_metrics.txt,0.737847507,0.737847447,0.678412199,2.640667915
final_4conv_ch1_grp1_scale4_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_63_params.txt,4conv,63,1,1,4,0.601509929,0.334923685,0.803464651,4.415143967,best_conv4SingleHeadNet_final_4conv_ch1_grp1_scale4_mse_only_denoise_epoch_50_weights_63_params_gen_metrics.txt,0.836598694,0.836598635,0.633307874,1.549656868
final_4conv_ch2_grp1_scale1_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_169_params.txt,4conv,169,2,1,1,0.460524112,0.256422073,0.889172673,6.734953403,best_conv4SingleHeadNet_final_4conv_ch2_grp1_scale1_mse_only_denoise_epoch_50_weights_169_params_gen_metrics.txt,0.710069895,0.710069835,0.705380738,2.973978281
final_4conv_ch2_grp1_scale2_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_179_params.txt,4conv,179,2,1,2,0.468002647,0.260586172,0.884160042,6.595034122,best_conv4SingleHeadNet_final_4conv_ch2_grp1_scale2_mse_only_denoise_epoch_50_weights_179_params_gen_metrics.txt,0.741844654,0.741844594,0.685375512,2.593740463
final_4conv_ch2_grp1_scale4_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_199_params.txt,4conv,199,2,1,4,0.466401756,0.259694785,0.886343658,6.624796867,best_conv4SingleHeadNet_final_4conv_ch2_grp1_scale4_mse_only_denoise_epoch_50_weights_199_params_gen_metrics.txt,0.737927794,0.737927735,0.679130733,2.639722824
final_4conv_ch2_grp2_scale1_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_141_params.txt,4conv,141,2,2,1,0.531090915,0.295714021,0.847612202,5.496623039,best_conv4SingleHeadNet_final_4conv_ch2_grp2_scale1_mse_only_denoise_epoch_50_weights_141_params_gen_metrics.txt,0.730421841,0.730421782,0.69926101,2.7285254
final_4conv_ch2_grp2_scale2_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_151_params.txt,4conv,151,2,2,2,0.466187239,0.259575337,0.884802639,6.628792763,best_conv4SingleHeadNet_final_4conv_ch2_grp2_scale2_mse_only_denoise_epoch_50_weights_151_params_gen_metrics.txt,0.707521558,0.707521498,0.70821923,3.005207539
final_4conv_ch2_grp2_scale4_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_171_params.txt,4conv,171,2,2,4,0.470047921,0.261724979,0.88281244,6.55715847,best_conv4SingleHeadNet_final_4conv_ch2_grp2_scale4_mse_only_denoise_epoch_50_weights_171_params_gen_metrics.txt,0.716960549,0.71696049,0.698888361,2.890095234
final_4conv_ch4_grp1_scale1_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_609_params.txt,4conv,609,4,1,1,0.444232762,0.247350976,0.896463037,7.047789097,best_conv4SingleHeadNet_final_4conv_ch4_grp1_scale1_mse_only_denoise_epoch_50_weights_609_params_gen_metrics.txt,0.721550584,0.721550524,0.696803629,2.834665298
final_4conv_ch4_grp1_scale2_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_637_params.txt,4conv,637,4,1,2,0.430366963,0.239630431,0.90266645,7.32322216,best_conv4SingleHeadNet_final_4conv_ch4_grp1_scale2_mse_only_denoise_epoch_50_weights_637_params_gen_metrics.txt,0.703506827,0.703506768,0.713372409,3.054633617
final_4conv_ch4_grp1_scale4_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_693_params.txt,4conv,693,4,1,4,0.438284457,0.244038925,0.898908079,7.164879322,best_conv4SingleHeadNet_final_4conv_ch4_grp1_scale4_mse_only_denoise_epoch_50_weights_693_params_gen_metrics.txt,0.71197015,0.711970091,0.707759619,2.950764894
final_4conv_ch4_grp2_scale1_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_497_params.txt,4conv,497,4,2,1,0.445376486,0.247987807,0.89564997,7.025455475,best_conv4SingleHeadNet_final_4conv_ch4_grp2_scale1_mse_only_denoise_epoch_50_weights_497_params_gen_metrics.txt,0.716185451,0.716185391,0.701301098,2.899490356
final_4conv_ch4_grp2_scale2_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_525_params.txt,4conv,525,4,2,2,0.435581684,0.242534012,0.900148749,7.218608856,best_conv4SingleHeadNet_final_4conv_ch4_grp2_scale2_mse_only_denoise_epoch_50_weights_525_params_gen_metrics.txt,0.711473763,0.711473703,0.705539703,2.956822872
final_4conv_ch4_grp2_scale4_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_581_params.txt,4conv,581,4,2,4,0.436629325,0.243117347,0.899809599,7.197742462,best_conv4SingleHeadNet_final_4conv_ch4_grp2_scale4_mse_only_denoise_epoch_50_weights_581_params_gen_metrics.txt,0.721565485,0.721565425,0.696994662,2.834485054
final_4conv_ch4_grp4_scale1_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_385_params.txt,4conv,385,4,4,1,0.445325732,0.247959554,0.895577669,7.026444435,best_conv4SingleHeadNet_final_4conv_ch4_grp4_scale1_mse_only_denoise_epoch_50_weights_385_params_gen_metrics.txt,0.71580869,0.71580863,0.70050329,2.904061317
final_4conv_ch4_grp4_scale2_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_413_params.txt,4conv,413,4,4,2,0.441749901,0.245968506,0.897311211,7.09647131,best_conv4SingleHeadNet_final_4conv_ch4_grp4_scale2_mse_only_denoise_epoch_50_weights_413_params_gen_metrics.txt,0.71399641,0.713996351,0.70093745,2.926079988
final_4conv_ch4_grp4_scale4_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_469_params.txt,4conv,469,4,4,4,0.435726047,0.242614388,0.900235653,7.215730667,best_conv4SingleHeadNet_final_4conv_ch4_grp4_scale4_mse_only_denoise_epoch_50_weights_469_params_gen_metrics.txt,0.707130671,0.707130611,0.709469259,3.010007381
final_4conv_ch8_grp1_scale1_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_2305_params.txt,4conv,2305,8,1,1,0.416733682,0.232039362,0.909758747,7.602828026,best_conv4SingleHeadNet_final_4conv_ch8_grp1_scale1_mse_only_denoise_epoch_50_weights_2305_params_gen_metrics.txt,0.713394582,0.713394523,0.705860019,2.933404207
final_4conv_ch8_grp1_scale2_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_2393_params.txt,4conv,2393,8,1,2,0.428677082,0.238689497,0.903459013,7.357395172,best_conv4SingleHeadNet_final_4conv_ch8_grp1_scale2_mse_only_denoise_epoch_50_weights_2393_params_gen_metrics.txt,0.697613716,0.697613657,0.719666839,3.127700329
final_4conv_ch8_grp1_scale4_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_2569_params.txt,4conv,2569,8,1,4,0.420831949,0.234321296,0.908418655,7.51782608,best_conv4SingleHeadNet_final_4conv_ch8_grp1_scale4_mse_only_denoise_epoch_50_weights_2569_params_gen_metrics.txt,0.710844457,0.710844398,0.706904531,2.964508772
final_4conv_ch8_grp2_scale1_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_1857_params.txt,4conv,1857,8,2,1,0.422412753,0.235201493,0.906765819,7.485260487,best_conv4SingleHeadNet_final_4conv_ch8_grp2_scale1_mse_only_denoise_epoch_50_weights_1857_params_gen_metrics.txt,0.701818883,0.701818824,0.71586436,3.075499535
final_4conv_ch8_grp2_scale2_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_1945_params.txt,4conv,1945,8,2,2,0.421937943,0.234937117,0.9069314,7.495028973,best_conv4SingleHeadNet_final_4conv_ch8_grp2_scale2_mse_only_denoise_epoch_50_weights_1945_params_gen_metrics.txt,0.717191458,0.717191398,0.701074719,2.887297869
final_4conv_ch8_grp2_scale4_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_2121_params.txt,4conv,2121,8,2,4,0.427050412,0.23778376,0.904533386,7.390417576,best_conv4SingleHeadNet_final_4conv_ch8_grp2_scale4_mse_only_denoise_epoch_50_weights_2121_params_gen_metrics.txt,0.702606499,0.70260644,0.714469552,3.065757275
final_4conv_ch8_grp4_scale1_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_1409_params.txt,4conv,1409,8,4,1,0.423609674,0.235867947,0.905854106,7.460682392,best_conv4SingleHeadNet_final_4conv_ch8_grp4_scale1_mse_only_denoise_epoch_50_weights_1409_params_gen_metrics.txt,0.706573009,0.70657295,0.710054278,3.016859293
final_4conv_ch8_grp4_scale2_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_1497_params.txt,4conv,1497,8,4,2,0.420319885,0.234036162,0.907504618,7.528401375,best_conv4SingleHeadNet_final_4conv_ch8_grp4_scale2_mse_only_denoise_epoch_50_weights_1497_params_gen_metrics.txt,0.712730825,0.712730765,0.706867993,2.941488981
final_4conv_ch8_grp4_scale4_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_1673_params.txt,4conv,1673,8,4,4,0.417587936,0.232515007,0.909847677,7.585042,best_conv4SingleHeadNet_final_4conv_ch8_grp4_scale4_mse_only_denoise_epoch_50_weights_1673_params_gen_metrics.txt,0.711021543,0.711021483,0.707707763,2.9623456
final_4conv_ch8_grp8_scale1_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_1185_params.txt,4conv,1185,8,8,1,0.432522327,0.240830556,0.902023196,7.279829979,best_conv4SingleHeadNet_final_4conv_ch8_grp8_scale1_mse_only_denoise_epoch_50_weights_1185_params_gen_metrics.txt,0.713109434,0.713109374,0.705161929,2.936876774
