filename,model_type,num_params,chans,groups,scale,rrmse,rmse,corr,sdr
final_4conv_ch8_grp8_scale2_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_1273_params.txt,4conv,1273,8,8,2,0.420740783,0.234270528,0.907553613,7.519708157
final_4conv_ch8_grp8_scale4_mse_only_conv4SingleHeadNet_denoise_epochs_50_metrics_1449_params.txt,4conv,1449,8,8,4,0.418474704,0.233008757,0.908376932,7.566616535
final_5conv_ch1_grp1_scale1_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_71_params.txt,5conv,71,1,1,1,0.57625258,0.320860267,0.817611277,4.787742615
final_5conv_ch1_grp1_scale2_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_96_params.txt,5conv,96,1,1,2,0.640314698,0.356530368,0.768573701,3.872130394
final_5conv_ch1_grp1_scale4_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_188_params.txt,5conv,188,1,1,4,0.542825162,0.302247703,0.839917123,5.306801319
final_5conv_ch2_grp1_scale1_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_241_params.txt,5conv,241,2,1,1,0.483540624,0.269237787,0.877083957,6.311341286
final_5conv_ch2_grp1_scale2_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_337_params.txt,5conv,337,2,1,2,0.438704461,0.244272798,0.899138391,7.15655899
final_5conv_ch2_grp1_scale4_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_697_params.txt,5conv,697,2,1,4,0.450073838,0.250603318,0.893179834,6.934325695
final_5conv_ch2_grp2_scale1_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_227_params.txt,5conv,227,2,2,1,0.465172976,0.259010583,0.885270655,6.647711277
final_5conv_ch2_grp2_scale2_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_323_params.txt,5conv,323,2,2,2,0.469483495,0.261410713,0.882979929,6.567594528
final_5conv_ch2_grp2_scale4_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_683_params.txt,5conv,683,2,2,4,0.432722032,0.240941748,0.902017057,7.275820255
final_5conv_ch4_grp1_scale1_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_881_params.txt,5conv,881,4,1,1,0.419263482,0.233447954,0.90946126,7.55025959
final_5conv_ch4_grp1_scale2_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_1257_params.txt,5conv,1257,4,1,2,0.416994959,0.232184827,0.909143329,7.597384453
final_5conv_ch4_grp1_scale4_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_2681_params.txt,5conv,2681,4,1,4,0.40866071,0.227544278,0.912744045,7.772742271
final_5conv_ch4_grp2_scale1_mse_only_conv5SingleHeadNet_denoise_epochs_50_metrics_825_params.txt,5conv,825,4,2,1,0.425310403,0.236814916,0.90514046,7.425880432
